"source";"user_id";"created_at";"screen_name";"text";"retweet_count";"reply_to_user_id";"is_retweet";"favorite_count"
"Twitter for iPhone";"999578121123848192";2020-03-10 19:54:33;"GiuseppeConteIT";"Dai leader Ue ampio sostegno per le misure adottate dall’Italia per l’emergenza #coronavirus. Dobbiamo procedere con il massimo coordinamento. L’Europa adotti tutti gli strumenti necessari per proteggere la salute dei suoi cittadini e ridare respiro all’economia https://t.co/ce4MQNM1NO";617;NA;FALSE;4003
"Twitter for iPhone";"999578121123848192";2020-03-09 22:38:33;"GiuseppeConteIT";"Il futuro dell’Italia è nelle nostre mani. Facciamo tutti la nostra parte, rinunciando a qualcosa per il bene della collettività. In gioco c’è la salute dei nostri cari, dei nostri genitori, dei nostri figli, dei nostri nonni. Ho appena firmato il decreto #iorestoacasa https://t.co/Cagtzf7hnQ";4587;NA;FALSE;19273
"Twitter for iPhone";"999578121123848192";2020-03-09 20:39:13;"GiuseppeConteIT";"Alcuni importanti aggiornamenti per voi in diretta da Palazzo Chigi: https://t.co/vhEzp5SSE9";551;NA;FALSE;2567
"Twitter for iPhone";"999578121123848192";2020-03-09 16:06:48;"GiuseppeConteIT";"Questa battaglia si vince con il contributo di TUTTI. Agiamo responsabilmente. 
#iorestoacasa https://t.co/rkIOa9YCYt";1665;NA;FALSE;4791
"Twitter for iPhone";"999578121123848192";2020-03-09 10:23:02;"GiuseppeConteIT";"L'intervista del Presidente @GiuseppeConteIT a La Repubblica: https://t.co/WeRihE1AXb";129;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-03-08 21:29:41;"GiuseppeConteIT";"Questo è il momento della responsabilità, da parte di tutti. Questa battaglia si vince solo con l’impegno di ognuno di noi https://t.co/8dsDZINOOP";1528;NA;FALSE;5774
"Twitter for iPhone";"999578121123848192";2020-03-08 02:52:22;"GiuseppeConteIT";"#Coronavirus, appena firmato il nuovo decreto: https://t.co/jYbSx7FEpG";838;NA;FALSE;2615
"Twitter for iPhone";"999578121123848192";2020-03-06 13:55:08;"GiuseppeConteIT";"Il governo <U+0001F1EE><U+0001F1F9>  ha adottato misure straordinarie per il contenimento dell’epidemia #COVID19 e per mitigarne l’impatto sociale ed economico. Ringrazio il Presidente Mattarella per il suo appello alla nazione ieri. L’<U+0001F1EE><U+0001F1F9> sta reagendo energicamente. L’OMS è con voi. https://t.co/pHdSFJxWa1";788;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-03-05 16:07:16;"GiuseppeConteIT";"Il Governo ha appena stanziato 7,5 miliardi di euro per aiutare concretamente famiglie, lavoratori e imprese. Continuiamo a lavorare uniti per fronteggiare al meglio l’emergenza #coronavirus. 
L’Italia ce la farà";871;NA;FALSE;4756
"Twitter for iPhone";"999578121123848192";2020-03-05 15:33:31;"GiuseppeConteIT";"<U+0001F534>In diretta la conferenza stampa del Presidente @GiuseppeConteIT e del Ministro @gualtierieurope https://t.co/1ZpodziosI";58;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-03-05 12:14:11;"GiuseppeConteIT";"Continuiamo a condividere queste semplici raccomandazioni. È bene che ognuno faccia la sua parte #coronavirus https://t.co/IevdJdmG3S";763;NA;FALSE;1732
"Twitter for iPhone";"999578121123848192";2020-03-04 22:51:56;"GiuseppeConteIT";"Il Presidente @GiuseppeConteIT ha firmato un nuovo Dpcm con misure riguardanti il contrasto e il contenimento sull'intero territorio nazionale del diffondersi del #Coronavirus. Qui il testo: https://t.co/SRy4bk0JpD";282;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-03-04 20:40:50;"GiuseppeConteIT";"Quella del #Coronavirus è una sfida che non ha colore politico, che deve chiamare a raccolta l’intera Nazione. Serve l’impegno di tutti: cittadini e Istituzioni, scienziati, medici, operatori sanitari, forze dell’ordine. L’Italia, tutta, è chiamata a fare la propria parte https://t.co/oWMSMnktIm";808;NA;FALSE;3564
"Twitter for iPhone";"999578121123848192";2020-03-04 20:40:13;"GiuseppeConteIT";"Un mio messaggio per voi sull’emergenza #Coronavirus: https://t.co/DOfJctefgI https://t.co/ZtNXYVBaqD";380;NA;FALSE;1737
"Twitter for iPhone";"999578121123848192";2020-03-01 09:49:23;"GiuseppeConteIT";"L'intervista del Presidente @GiuseppeConteIT a il Fatto Quotidiano: https://t.co/2Rb4DraL3r";103;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-29 14:32:46;"GiuseppeConteIT";"Le persone colpite da malattie rare spesso vivono una disparità nella possibilità di ricevere trattamenti e cure. Dobbiamo esserne consapevoli e lavorare per garantire loro il diritto alla salute. Nessun malato deve sentirsi solo #RareDiseaseDay #giornatadellemalattierare https://t.co/xpPPUR3DO6";365;NA;FALSE;2005
"Twitter for iPhone";"999578121123848192";2020-02-27 21:00:28;"GiuseppeConteIT";"Avec @EmmanuelMacron dans la magnifique Naples pour le Sommet franco-italien. Engageons-nous ensemble pour relever les défis européens et rendre notre continent plus sûr et solidaire. Seules des solutions communes et un budget européen ambitieux peuvent relancer la croissance";73;"999578121123848192";FALSE;341
"Twitter for iPhone";"999578121123848192";2020-02-27 21:00:27;"GiuseppeConteIT";"Con @EmmanuelMacron nella magnifica Napoli per il vertice Italia-Francia. Rilanciamo l’impegno comune per vincere insieme le sfide europee e rendere il nostro continente più sicuro e solidale. Solo soluzioni comuni e un Bilancio europeo ambizioso possono rilanciare la crescita https://t.co/RlAoaA19dG";201;NA;FALSE;1091
"Twitter for iPhone";"999578121123848192";2020-02-27 18:39:24;"GiuseppeConteIT";"Vertice intergovernativo italo-francese <U+0001F1EE><U+0001F1F9><U+0001F91D><U+0001F1EB><U+0001F1F7> la cerimonia di scambio di intese e la conferenza stampa del Presidente @GiuseppeConteIT e del Presidente della Repubblica francese @EmmanuelMacron 
<U+0001F534>In diretta da Napoli https://t.co/HYGbe0ZvfE";52;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-27 17:43:11;"GiuseppeConteIT";"Il caloroso abbraccio di #Napoli per la visita con il Presidente @EmmanuelMacron. Non solo gli amici napoletani, ma anche tanti turisti italiani e stranieri. La bellezza dell’Italia non ha frontiere. https://t.co/d8y8vHea6e";513;NA;FALSE;2679
"Twitter for iPhone";"999578121123848192";2020-02-25 17:58:50;"GiuseppeConteIT";"Un piccolo e doveroso segnale di vicinanza alla comunità dei non udenti che spero possa estendersi quanto prima a tutti gli ambiti della comunicazione del Governo";80;"999578121123848192";FALSE;436
"Twitter for iPhone";"999578121123848192";2020-02-25 17:58:50;"GiuseppeConteIT";"Per assicurare una completa informazione a tutta la popolazione, da oggi, i due aggiornamenti quotidiani del @DPCgov sul #Coronavirus, sono supportati da un interprete della lingua dei segni. https://t.co/Jp3vW5Uf5U";173;NA;FALSE;874
"Twitter for iPhone";"999578121123848192";2020-02-25 17:18:30;"GiuseppeConteIT";"<U+0001F534> #25febbraio ore 18 Il Capo Dipartimento Borrelli fa il punto sugli ultimi sviluppi dell'emergenza #coronavirus in Italia. Segui la diretta<U+0001F447>
https://t.co/1mXEHNRTQi";65;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-25 13:15:35;"GiuseppeConteIT";"<U+0001F534> #Coronavirius, conferenza stampa in diretta dalla Protezione Civile: https://t.co/DVuvJtjZSH https://t.co/BNBZch3WFj";141;NA;FALSE;440
"Twitter for iPhone";"999578121123848192";2020-02-25 11:30:29;"GiuseppeConteIT";"La Presidenza del Consiglio smentisce le notizie che stanno circolando in queste ore su una presunta chiusura, per decisione del Presidente @GiuseppeConteIT, di tutte le scuole di ogni ordine e grado.";762;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-25 10:47:19;"GiuseppeConteIT";"Governo, Presidenti di regione e staff tecnico del @MinisteroSalute adesso in riunione congiunta per coordinare le azioni al fine di fronteggiare al meglio l’emergenza #Coronavirus. Uniamo gli sforzi e lavoriamo in squadra senza sosta per tutelare la salute dei nostri cittadini https://t.co/WeS0SrOdoe";362;NA;FALSE;1909
"Twitter for iPhone";"999578121123848192";2020-02-25 10:14:09;"GiuseppeConteIT";"Sono costretta a ripeterlo: in questa fase alimentare false notizie sulla chiusura delle scuole è da irresponsabili. Le decisioni vengono prese e comunicate dalle autorità competenti. Quindi il consiglio è questo: ascoltare solo le fonti ufficiali. 

<U+25B6><U+FE0F> https://t.co/L6vtOJLfNi";327;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-24 19:45:01;"GiuseppeConteIT";"#Coronavirus, un aggiornamento dalla Protezione civile: https://t.co/okhJo7Iz1t https://t.co/75L2TeixFh";126;NA;FALSE;461
"Twitter for iPhone";"999578121123848192";2020-02-24 18:58:53;"GiuseppeConteIT";"In corso ora a @Palazzo_Chigi una riunione con i ministri e gli staff tecnici per definire le ulteriori misure di attuazione del decreto emergenza per il #Coronavirus. Fra poco sarò nuovamente alla sede della @DPCgov per un nuovo aggiornamento https://t.co/FbyDwTV2uY";170;NA;FALSE;777
"Twitter for iPhone";"999578121123848192";2020-02-24 11:09:06;"GiuseppeConteIT";"<U+0001F534>In diretta dalla sede della @dpcGov, la conferenza stampa di aggiornamento da parte del Commissario Borrelli sull’emergenza #coronavirus #COVID19italia https://t.co/nbTQfr6XQc";41;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-24 11:07:17;"GiuseppeConteIT";"Ora nella sede della @DPCgov per una nuova riunione con i ministri @luigidimaio, @robersperanza e in costante contatto con i presidenti di regione. Fra poco un aggiornamento in diretta da parte del Commissario Borrelli sull’emergenza #coronavirus #COVID19 https://t.co/qg3hzutq1W";181;NA;FALSE;887
"Twitter for iPhone";"999578121123848192";2020-02-24 08:05:41;"GiuseppeConteIT";"Condividiamo queste semplici informazioni. È importante.
#COVID19italia #coronavirus https://t.co/IsiZw9mFUi";1332;NA;FALSE;2749
"Twitter for iPhone";"999578121123848192";2020-02-23 09:55:55;"GiuseppeConteIT";"Ieri in Cdm adottate misure straordinarie contro la diffusione del Coronavirus: https://t.co/S9xMfFjjjb. Massima precauzione per proteggere i cittadini. È la linea del Governo sin dall’inizio per tutelare il bene che ci sta più a cuore: la salute degli italiani https://t.co/4qTQ6npugS";436;NA;FALSE;1688
"Twitter for iPhone";"999578121123848192";2020-02-22 22:05:29;"GiuseppeConteIT";"<U+0001F534>#Coronavirus, conferenza stampa al termine del Consiglio dei Ministri al @DPCgov in seguito al vertice del Comitato operativo presieduto dal Presidente @GiuseppeConteIT https://t.co/RUzzOdv64t";208;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-22 12:30:48;"GiuseppeConteIT";"#Coronavirus, in corso la riunione del Comitato operativo presieduta dal Presidente @GiuseppeConteIT al @DPCgov. Al termine è prevista una conferenza stampa https://t.co/ynAridP10Q https://t.co/y8F8r6Gk9g";142;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-21 15:41:29;"GiuseppeConteIT";"Seconda giornata a Bruxelles. Continua intenso il confronto, nonostante le difficoltà, per arrivare ad un Bilancio europeo all’altezza delle aspettative dei cittadini #EUCO https://t.co/XFbNrx3uos";88;NA;FALSE;419
"Twitter for iPhone";"999578121123848192";2020-02-21 12:38:29;"GiuseppeConteIT";"The “Friends of cohesion” are for an ambitious Europe #EUCO https://t.co/HsKOxYufiM";36;NA;FALSE;178
"Twitter for iPhone";"999578121123848192";2020-02-21 12:33:05;"GiuseppeConteIT";"Incontro con @sanchezcastejon a margine di #EUCO sul prossimo Bilancio europeo settennale. Si decide quale Europa vogliamo. Per le grandi sfide che ci attendono - occupazione, crescita, Green Deal e immigrazione - non accettiamo compromessi al ribasso o risposte insoddisfacenti https://t.co/VYwU4anCoV";94;NA;FALSE;375
"Twitter for iPhone";"999578121123848192";2020-02-21 11:42:51;"GiuseppeConteIT";"Sul #Coronavirus continuiamo a tenere altissima la soglia della precauzione. Dopo i nuovi casi nel lodigiano, abbiamo messo in atto le azioni necessarie per tutelare la popolazione, in raccordo con le indicazioni del @MinisteroSalute";335;NA;FALSE;1608
"Twitter for iPhone";"999578121123848192";2020-02-21 09:56:11;"GiuseppeConteIT";"Seconda giornata di lavori qui a Bruxelles per il Consiglio europeo straordinario. Più tardi alcuni aggiornamenti in diretta streaming sulla mia pagina Facebook  
#EUCO https://t.co/iKDDafEX22";81;NA;FALSE;356
"Twitter for iPhone";"999578121123848192";2020-02-20 14:22:25;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT 
<U+0001F534>In diretta da Bruxelles https://t.co/ds997P6s1t";34;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-20 12:28:04;"GiuseppeConteIT";"Sono profondamente scosso per la terribile strage di #Hanau in Germania. Esprimo tutta la mia solidarietà al popolo tedesco e ai familiari delle vittime di un folle odio che non ha rispetto alcuno per la vita umana";143;NA;FALSE;789
"Twitter for iPhone";"999578121123848192";2020-02-19 08:18:57;"GiuseppeConteIT";"Nella giornata di oggi, mercoledì 19 febbraio, il Presidente @GiuseppeConteIT sarà in Senato (ore 9.30) e alla Camera (ore 16) per delle comunicazioni in vista del Consiglio europeo straordinario del 20 febbraio https://t.co/CfWxWk7H7Z";44;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-17 14:48:41;"GiuseppeConteIT";"#Agenda2023, il Presidente @GiuseppeConteIT questa mattina ha presieduto a Palazzo Chigi i tavoli di lavoro su Scuola, Università, Ricerca e Innovazione digitale e su Salute. Nel pomeriggio, alle 16.30, prenderà il via il tavolo su Sicurezza e immigrazione https://t.co/pUKS2OKnTx";57;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-16 14:00:10;"GiuseppeConteIT";"A casa sua, ad Anterselva, un fantastico oro nell'inseguimento per Dorothea #Wierer ai Mondiali di biathlon. Una gara esaltante.  E sabato avrò il piacere di congratularmi con lei personalmente. Ci vediamo ad Anterselva https://t.co/gZqS729m1g";75;NA;FALSE;575
"Twitter for iPhone";"999578121123848192";2020-02-15 08:43:45;"GiuseppeConteIT";"Iniziata riunione taskforce coronavirus. 
Il giovane Nicolò è arrivato in Italia ed è in corso il suo trasferimento allo Spallanzani per il periodo di quarantena. https://t.co/5RaefhbNGM";50;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-15 08:43:34;"GiuseppeConteIT";"Pratica di Mare. Appena atterrato il volo che ha riportato Niccolò in Italia.

Bentornato a casa! https://t.co/2fX7a2BNzl";179;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-14 17:37:09;"GiuseppeConteIT";"Rientrato da Gioia Tauro, ora a @Palazzo_Chigi subito al lavoro insieme alle forze politiche di maggioranza per un nuovo tavolo sull’ #Agenda2023. Al centro dell’incontro la riforma fiscale e la semplificazione normativa e burocratica https://t.co/y72t5RgtFi";141;NA;FALSE;619
"Twitter for iPhone";"999578121123848192";2020-02-14 10:59:39;"GiuseppeConteIT";"Verso Gioia Tauro per presentare il Piano #Sud2030: investimenti, infrastrutture, nuove opportunità per i giovani. In Calabria oggi apriamo il cantiere dell’Italia di domani. Con le persone che hanno idee chiare, forti, e amano il proprio paese. Se riparte il Sud riparte l'Italia https://t.co/74aZlez8JH";278;NA;FALSE;1505
"Twitter for iPhone";"999578121123848192";2020-02-14 08:50:50;"GiuseppeConteIT";"La mia lettera al Quotidiano del Sud:  https://t.co/BLv7e1WoTC";100;NA;FALSE;345
"Twitter for iPhone";"999578121123848192";2020-02-13 16:52:05;"GiuseppeConteIT";"Domani sarò a Gioia Tauro con il Ministro @peppeprovenzano per presentare il “Piano per il Sud”. Al lavoro senza sosta per il nostro Paese <U+0001F1EE><U+0001F1F9> #Sud2030 https://t.co/cxg3h352sH";159;NA;FALSE;575
"Twitter for iPhone";"999578121123848192";2020-02-13 15:27:18;"GiuseppeConteIT";"<U+0001F534>In diretta l'intervento del Presidente @GiuseppeConteIT al 73° anniversario della fondazione dell’Ucid https://t.co/8GRtqS7nEf";17;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-13 14:27:46;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT 
<U+0001F534>Diretta https://t.co/3yhFg98PRH";37;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-12 19:52:17;"GiuseppeConteIT";"Cara @LAnnibali,
ti rivolgo un pensiero d’affetto, un caloroso abbraccio - mio personale e del Governo - per i vergognosi insulti che ti hanno indirizzato sul web. Lavoriamo tutti insieme per affermare la cultura del rispetto e per combattere la violenza, anche solo delle parole https://t.co/9rhxhNCI9G";159;NA;FALSE;940
"Twitter for iPhone";"999578121123848192";2020-02-10 15:54:35;"GiuseppeConteIT";"Il Presidente @GiuseppeConteIT interviene alla cerimonia del #GiornodelRicordo in memoria di tutte le vittime delle foibe.
<U+0001F534>In diretta dal Senato https://t.co/RbWZO3pKds";36;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-10 13:54:13;"GiuseppeConteIT";"Coronavirus, tavolo interministeriale a Palazzo Chigi: il comunicato stampa 
https://t.co/JWgb75aArE";37;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-07 18:31:48;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT 
<U+0001F534>Diretta https://t.co/Ym020WMz6k";19;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-07 18:03:09;"GiuseppeConteIT";"Avviato oggi a @Palazzo_Chigi il Cis Cagliari, investimenti e interventi strategici per il territorio. Dopo Molise e Capitanata, continua l’attenzione del Governo per lo sviluppo delle aree più svantaggiate del Sud. Martedì nuovo appuntamento con il Tavolo per il Cis Basilicata https://t.co/oZUvq6p6OO";82;NA;FALSE;305
"Twitter for iPhone";"999578121123848192";2020-02-07 17:13:37;"GiuseppeConteIT";"La violenza si esercita in tanti modi, a volte basta una parola, a volte basta un “clic”. Tutti hanno il diritto di vivere e crescere senza subire soprusi. All’odio e all’intolleranza anteponiamo gli argini delle azioni concrete, della cultura, della formazione. #bullismo https://t.co/MaP77xw7XM";178;NA;FALSE;782
"Twitter for iPhone";"999578121123848192";2020-02-07 13:04:48;"GiuseppeConteIT";"Non chiedetemi se sono garantista o giustizialista. Queste contrapposizioni manichee vanno bene per i giornali. Ai cittadini non interessano gli schieramenti pregiudiziali, ma che il “sistema giustizia” offra un servizio efficiente, adeguato, giusto. Siamo al lavoro su questo.";492;NA;FALSE;2648
"Twitter for iPhone";"999578121123848192";2020-02-06 16:44:47;"GiuseppeConteIT";"Con il Ministro @robersperanza e il Commissario Borrelli al centro operativo della @DPCgov per un aggiornamento sulla gestione dell’emergenza #CoronaVirus. Monitoriamo costantemente la situazione per tutelare al meglio la salute dei nostri cittadini https://t.co/sfVmKhFdv4";100;NA;FALSE;363
"Twitter for iPhone";"999578121123848192";2020-02-06 11:00:56;"GiuseppeConteIT";"La morte di due macchinisti nel deragliamento del #Frecciarossa vicino Lodi è una tragedia su cui è necessario fare chiarezza. Esprimo il mio cordoglio alle famiglie delle vittime e vicinanza ai feriti. Il mio ringraziamento va alla macchina dei soccorsi https://t.co/epsufBpDxa";121;NA;FALSE;654
"Twitter for iPhone";"999578121123848192";2020-02-04 19:44:07;"GiuseppeConteIT";"Oggi a Bruxelles con @vonderleyen @EP_President @eucopresident ho ribadito la priorità di un bilancio europeo ambizioso per sostenere crescita e innovazione. Lavoriamo per un #GreenNewDeal che garantisca il successo della transizione energetica e incentivi gli investimenti verdi https://t.co/EEzWckWfF2";88;NA;FALSE;371
"Twitter for iPhone";"999578121123848192";2020-02-04 17:08:33;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT al termine del bilaterale con la Presidente della Commissione Ue @vonderleyen
<U+0001F534>In diretta da Bruxelles https://t.co/c4s57PvICH";28;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-04 11:36:11;"GiuseppeConteIT";"In London today to celebrate with @BorisJohnson the strong partnership between Italy and the United Kingdom for a successful #COP26. I am sure our two countries will work strenuously to make 2020 the year of Climate Action <U+0001F30D> https://t.co/RfsXo0eyQm";137;NA;FALSE;511
"Twitter for iPhone";"999578121123848192";2020-02-04 10:54:24;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT dopo la presentazione di #COP26 e l’incontro con il Primo Ministro @BorisJohnson
<U+0001F534> in diretta da Londra https://t.co/JGWk3hpLqv";22;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-04 09:04:43;"GiuseppeConteIT";"Nella giornata di oggi il Presidente @GiuseppeConteIT partecipa, a Londra, all'evento di lancio della #COP26. Nel pomeriggio, gli incontri a Bruxelles con i vertici delle istituzioni europee
https://t.co/CNt8Y1DWF7";38;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-03 23:08:11;"GiuseppeConteIT";"#Coronavirus, le misure adottate dal Governo dalle prime fasi dell’emergenza ad oggi. L'approfondimento: https://t.co/OjSkVIYeXU";37;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-03 20:37:44;"GiuseppeConteIT";"Il Presidente @GiuseppeConteIT ha incontrato medici e ricercatori dell'istituto nazionale per le malattie infettive \"Lazzaro Spallanzani\", impegnati nell'emergenza del #coronavirus https://t.co/cTOnT5MLYv https://t.co/o0gtN7DUvW";76;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-03 18:33:57;"GiuseppeConteIT";"Nella giornata di oggi il Presidente @GiuseppeConteIT ha ricevuto il Primo Ministro dell'Ungheria, Viktor Orban, e successivamente, il Principe Ereditario del Regno del Bahrein, Salman bin Hamad bin Isa Al Khalifa. Foto e video su https://t.co/Ay5IlDmUOE https://t.co/bvBWqqxWbM";33;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-02-02 12:33:53;"GiuseppeConteIT";"Italia tra i primi Paesi al mondo ad aver isolato il #coronavirus. Una notizia importantissima per lo sviluppo delle cure. Un grande plauso a ricercatori e staff medico dello Spallanzani. Orgogliosi del nostro Servizio Sanitario Nazionale, tra i migliori a livello mondiale";822;NA;FALSE;4185
"Twitter for iPhone";"999578121123848192";2020-02-01 12:06:05;"GiuseppeConteIT";"Il Presidente @GiuseppeConteIT interviene al convegno per il decennale di @ItaliaCamp 
<U+0001F534>In diretta da Fiumicino https://t.co/4swUQpW2ku";35;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-01-31 22:00:09;"GiuseppeConteIT";"Oggi pomeriggio al Comitato Operativo del @DPCgov per coordinare gli interventi a tutela della salute dei cittadini nell’ambito dell’emergenza #coronavirus. Il Governo è al lavoro per affrontare la situazione con il massimo rigore, ma senza allarmismo. https://t.co/midtv5VChR";131;NA;FALSE;531
"Twitter for iPhone";"999578121123848192";2020-01-31 19:26:03;"GiuseppeConteIT";"Il Regno Unito lascia la famiglia dell’UE, ma rimane un partner strategico e amico. Lavoriamo ad un nuovo partenariato ambizioso fra l’UE e UK, per la stabilità e la prosperità del nostro comune destino, nell’interesse dei nostri cittadini e delle nostre imprese #BrexitDay";44;"999578121123848192";FALSE;219
"Twitter for iPhone";"999578121123848192";2020-01-31 19:26:02;"GiuseppeConteIT";"UK leaves the EU family, but remains a strategic partner and friend. Let’s work on an ambitious new partnership between the EU and the UK, for the stability and prosperity of our common destiny, in the interest of our citizens and companies #BrexitDay";87;NA;FALSE;419
"Twitter for iPhone";"999578121123848192";2020-01-31 19:19:25;"GiuseppeConteIT";"<U+0001F534> Coronavirus, ecco la mia intervista di questa sera al Tg5: https://t.co/jGK8aPB8YG https://t.co/CCxtlgEqP8";46;NA;FALSE;186
"Twitter for iPhone";"999578121123848192";2020-01-31 15:10:34;"GiuseppeConteIT";"Questa sera alle 20 la mia intervista al Tg5 https://t.co/SpmBMIg8Xz";92;NA;FALSE;425
"Twitter for iPhone";"999578121123848192";2020-01-31 14:14:42;"GiuseppeConteIT";"Il Presidente @GiuseppeConteIT interviene al centenario di @Confagricoltura 
<U+0001F534>Diretta https://t.co/CPAV2ixlRf";24;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-01-30 21:17:43;"GiuseppeConteIT";"Coronavirus, conferenza stampa del Presidente @GiuseppeConteIT e del Ministro della salute @robersperanza 
<U+0001F534> in diretta da Palazzo Chigi https://t.co/XQ4XaGlXV5";112;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-01-30 19:01:14;"GiuseppeConteIT";"È iniziato il confronto con le forze di maggioranza per rilanciare l’azione di Governo. Il Paese ha molte urgenze e i cittadini attendono tante risposte. Dobbiamo procedere spediti, determinati, compatti. #Agenda2023 https://t.co/KUHpdobQ2g";156;NA;FALSE;908
"Twitter for iPhone";"999578121123848192";2020-01-30 14:45:38;"GiuseppeConteIT";"Thank you @BoykoBorissov for your generous hospitality and warm welcome in Sofia today. 140 years old friendship between Italy and Bulgaria is getting stronger and stronger. Your Country is a crucial European partner and a key player in this region <U+0001F1EE><U+0001F1F9><U+0001F91D><U+0001F1E7><U+0001F1EC> https://t.co/YFYGUzeWbH";41;NA;FALSE;218
"Twitter for iPhone";"999578121123848192";2020-01-30 14:17:10;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT 
<U+0001F534> In diretta da Sofia https://t.co/QKrSDWWY9U";16;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-01-30 11:22:43;"GiuseppeConteIT";"Dichiarazioni alla stampa del Presidente @GiuseppeConteIT con il Primo Ministro della Repubblica di Bulgaria @BoykoBorissov <U+0001F1EE><U+0001F1F9><U+0001F1E7><U+0001F1EC>
<U+0001F534>In diretta da Sofia https://t.co/ssSbvkZfdP";19;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-01-27 21:12:33;"GiuseppeConteIT";"La mia intervista di questa sera a #Ottoemezzo: https://t.co/IZaW6Q8Zw4";100;NA;FALSE;476
"Twitter for iPhone";"999578121123848192";2020-01-27 15:15:19;"GiuseppeConteIT";"Questa sera sarò ospite a #Ottoemezzo. Dalle 20.30 su @La7tv <U+0001F4FA> https://t.co/OQUZTuYh8Q";157;NA;FALSE;743
"Twitter for iPhone";"999578121123848192";2020-01-24 20:26:59;"GiuseppeConteIT";"Ottimo incontro oggi con il presidente @BarhamSalih. L’Italia rispetta la sovranità dell’Iraq e rimane disponibile a coltivare un dialogo franco e offrire il sostegno che il popolo e le autorità irachene riterranno più opportuno per la stabilità dell’area e la lotta al terrorismo https://t.co/drZ2t4923Y";40;"999578121123848192";FALSE;166
"Twitter for iPhone";"999578121123848192";2020-01-24 20:26:36;"GiuseppeConteIT";"Excellent meeting with President @BarhamSalih. Italy remains ready for an open dialogue and supports Iraqi authorities and people in their quest for stability and in the fight against terrorism, in full respect of Iraq's sovereignty and ownership https://t.co/ENRuyvNyGG";61;NA;FALSE;259
"Twitter for iPhone";"999578121123848192";2020-01-24 18:17:10;"GiuseppeConteIT";"Very positive meeting at @Palazzo_Chigi with US Vice President @Mike_Pence. Another step in a long journey of alliance, partnership and friendship 
<U+0001F1EE><U+0001F1F9><U+0001F91D><U+0001F1FA><U+0001F1F8> https://t.co/hMHlv50V0r";184;NA;FALSE;958
"Twitter for iPhone";"999578121123848192";2020-01-24 17:52:56;"GiuseppeConteIT";"Taglio delle tasse e più soldi in busta paga per sedici milioni di lavoratori italiani. 
Questi sono i fatti <U+2705> https://t.co/JwTFjFMiFQ";452;NA;FALSE;1762
"Twitter for iPhone";"999578121123848192";2020-01-24 14:31:13;"GiuseppeConteIT";"Punto stampa del Presidente @GiuseppeConteIT 
<U+0001F534>In diretta da Assisi https://t.co/Kaman5HUZa";16;NA;TRUE;0
"Twitter for iPhone";"999578121123848192";2020-01-24 13:16:55;"GiuseppeConteIT";"<U+0001F534>In diretta da Assisi l'intervento del Presidente @GiuseppeConteIT alla presentazione del #ManifestodiAssisi https://t.co/izLLekqtgQ";30;NA;TRUE;0
